236	364	279	364
236	364	279	364
236	364	279	364
236	363	279	363
236	364	279	364
236	364	279	364
236	364	279	364
235	364	279	364
235	364	278	364
236	364	278	364
236	364	279	364
235	364	278	364
236	363	279	363
235	364	278	364
235	364	278	364
235	364	278	364
236	364	279	364
236	364	279	364
236	364	278	364
236	364	279	364
235	364	278	364
235	363	279	363
236	363	280	363
236	363	279	363
236	364	279	364
236	364	279	364
234	365	275	365
221	363	259	363
251	393	288	393
266	418	304	418
390	447	434	447
391	447	436	447
391	447	435	447
391	447	436	447
390	447	434	447
390	448	434	448
391	447	435	447
391	447	436	447
391	447	436	447
390	447	434	447
391	448	435	448
390	447	434	447
391	447	436	447
390	447	434	447
391	446	436	446
391	447	436	447
390	447	434	447
391	448	435	448
390	447	434	447
391	447	435	447
390	447	435	447
391	447	436	447
390	447	434	447
391	447	436	447
391	447	435	447
391	447	436	447
391	446	436	446
391	448	435	448
390	447	434	447
390	446	434	446
390	447	434	447
391	447	435	447
391	447	435	447
390	447	434	447
390	447	434	447
390	447	434	447
391	447	436	447
390	447	434	447
391	448	435	448
391	447	435	447
391	447	436	447
391	447	436	447
391	447	435	447
391	447	435	447
391	448	435	448
390	447	434	447
391	447	436	447
391	447	436	447
391	447	435	447
391	447	436	447
391	447	436	447
390	447	434	447
391	447	435	447
392	449	435	449
389	446	433	446
391	446	435	446
393	450	437	450
761	431	810	431
790	415	835	415
764	420	810	420
764	419	810	419
764	420	810	420
764	420	809	420
764	419	810	419
764	420	810	420
764	420	810	420
764	419	810	419
764	420	810	420
764	420	810	420
764	420	810	420
764	420	810	420
764	419	810	419
764	419	810	419
764	420	810	420
764	420	809	420
764	420	810	420
764	420	809	420
764	420	809	420
764	419	810	419
765	419	811	419
764	420	810	420
764	420	810	420
764	419	810	419
764	420	810	420
764	420	810	420
764	420	810	420
764	420	809	420
764	420	810	420
764	420	810	420
764	420	810	420
764	419	810	419
764	420	810	420
764	419	810	419
764	419	810	419
764	420	810	420
764	420	809	420
764	420	810	420
764	419	810	419
764	420	810	420
764	420	810	420
764	419	810	419
764	420	810	420
764	420	809	420
764	420	809	420
764	420	809	420
764	420	810	420
764	419	809	419
764	419	809	419
764	420	810	420
762	421	805	421
766	419	804	419
771	426	810	426
768	445	803	445
221	381	265	381
211	374	254	374
212	374	255	374
211	374	254	374
212	374	255	374
212	374	255	374
212	374	255	374
211	374	253	374
211	373	254	373
212	374	255	374
211	374	254	374
211	374	254	374
211	374	255	374
211	374	254	374
211	374	254	374
211	374	254	374
212	374	255	374
210	374	253	374
210	374	253	374
212	373	255	373
211	373	254	373
211	374	255	374
210	374	254	374
212	374	256	374
210	373	254	373
210	374	253	374
211	374	255	374
211	374	254	374
211	373	254	373
210	374	253	374
212	374	256	374
212	374	255	374
211	373	254	373
211	374	254	374
212	374	255	374
210	374	253	374
210	373	253	373
212	374	255	374
210	374	253	374
211	373	254	373
211	374	254	374
211	373	253	373
211	373	254	373
212	374	255	374
211	373	255	373
211	373	253	373
211	374	254	374
211	373	254	373
211	374	254	374
212	374	255	374
211	374	255	374
210	374	253	374
210	373	253	373
210	374	253	374
212	374	255	374
211	374	254	374
210	374	253	374
211	374	254	374
210	374	253	374
211	374	254	374
210	373	253	373
211	374	255	374
211	374	254	374
211	373	254	373
211	374	254	374
211	374	254	374
212	374	256	374
213	373	256	373
210	373	254	373
210	373	253	373
211	374	254	374
211	374	254	374
211	374	254	374
211	374	254	374
210	374	253	374
211	374	255	374
211	373	254	373
212	374	255	374
211	374	255	374
212	374	256	374
212	374	255	374
210	373	253	373
211	373	255	373
211	373	254	373
211	374	253	374
211	374	254	374
212	374	255	374
210	374	253	374
212	374	255	374
211	374	254	374
